,mode_id,success,stable,severity,f_angle,f_freq,f_voltage,angle_sep_deg,freq_dev_hz,voltage_dip,sim_time
155,155,True,False,0.8474976087336515,1.0,0.3928728842978124,0.9971175506367939,181.77027875853523,0.7857457685956248,0.9971175506367939,0.5135917663574219
156,156,True,False,0.8623083024581267,1.0,0.4520723344165347,0.9971608754159721,182.81714115979312,0.9041446688330694,0.9971608754159721,0.3638904094696045
157,157,True,False,0.6523881108183843,0.3506064281785138,0.9113592502214658,0.996980336695044,63.10915707213248,1.8227185004429316,0.996980336695044,1.0859363079071045
158,158,True,False,0.8530348704770643,1.0,0.41505852169433766,0.9970809602139192,181.81902489803298,0.8301170433886753,0.9970809602139192,0.29415178298950195
159,159,True,False,0.6975313885468485,0.6617843391542355,0.46952711908881284,0.9970297567901102,119.12118104776239,0.9390542381776257,0.9970297567901102,1.0098397731781006
160,160,True,False,0.5106576334919755,0.3841891183493017,0.27727574301932023,0.9969765542499782,69.1540413028743,0.5545514860386405,0.9969765542499782,1.2358777523040771
161,161,True,False,0.863204022492724,0.8464806570237515,0.7628718468998699,0.9969829290235228,152.36651826427527,1.5257436937997397,0.9969829290235228,1.087109088897705
162,162,True,False,0.5286581424180267,0.40898200800292495,0.29963777283677473,0.9970307808294819,73.61676144052649,0.5992755456735495,0.9970307808294819,1.219496726989746
163,163,True,False,0.50615786567621,0.3519117368201318,0.32380864721077174,0.9969993418538045,63.34411262762373,0.6476172944215435,0.9969993418538045,0.9527008533477783
164,164,True,False,0.7189149719259866,0.676889651995002,0.5248480072170416,0.997032576496901,121.84013735910035,1.0496960144340832,0.997032576496901,1.2910268306732178
165,165,True,False,0.8844547518810847,1.0,0.5407153262098063,0.9971036813145323,181.27175759736625,1.0814306524196127,0.9971036813145323,0.3240351676940918
166,166,True,False,0.4954954502436628,0.310533552033579,0.36393882974091696,0.9969758671665762,55.89603936604422,0.7278776594818339,0.9969758671665762,1.2112877368927002
167,167,True,False,0.7265056960899532,0.6868911321206485,0.535191719481297,0.9970488006372188,123.64040378171671,1.070383438962594,0.9970488006372188,1.0945320129394531
168,168,True,False,0.4904069392647612,0.33707388380407316,0.2904907386129416,0.9969892508379569,60.673299084733166,0.5809814772258832,0.9969892508379569,0.9808433055877686
169,169,True,False,0.8647220507316757,1.0,0.4617903717619285,0.9970978311647744,180.7474848054286,0.923580743523857,0.9970978311647744,0.5255451202392578
170,170,True,False,0.8780204281359627,1.0,0.5150233592237257,0.9970583533201249,181.7686372399708,1.0300467184474513,0.9970583533201249,0.314469575881958
171,171,True,False,0.8344601114049329,1.0,0.34071185023951145,0.9971285953802203,182.24784101181476,0.6814237004790229,0.9971285953802203,0.4964892864227295
172,172,True,False,0.8597673246581232,1.0,0.4419751886351335,0.9970941099973594,180.37037330664353,0.883950377270267,0.9970941099973594,0.29117894172668457
173,173,True,False,0.7770201197708098,0.7591755263973798,0.5927253234311323,0.997004102857347,136.65159475152836,1.1854506468622645,0.997004102857347,1.3275270462036133
174,174,True,False,0.9479077985694815,0.8975439061328601,1.0,0.9965433820122058,161.5579031039148,3.724224546010106,0.9965433820122058,0.920130729675293
175,175,True,False,0.6573126049466155,0.5932911129448009,0.4456067080059718,0.9970614858908884,106.79240033006415,0.8912134160119436,0.9970614858908884,1.2306370735168457
176,176,True,False,0.8617388036994877,1.0,0.4499005151386477,0.9970546996593035,182.95901036360752,0.8998010302772954,0.9970546996593035,0.31273722648620605
177,177,True,False,0.5147928138905788,0.37805386051874884,0.3060510043058855,0.9970125302189319,68.04969489337479,0.612102008611771,0.9970125302189319,1.0075466632843018
